(64C:4720) 11/05/23 12:39:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Created the report.
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(2534:3A1C) 11/05/23 19:54:18, ACTION,               mpdwsvc.exe, Submitting WER report...
(2534:3A1C) 11/05/23 19:54:21, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 8552
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 8552
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(3298:5790) 11/05/23 20:04:31, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(3298:5790) 11/05/23 20:04:31, ERROR ,               mpdwsvc.exe, String at 000002998420A540 was not NULL terminated
(3298:5790) 11/05/23 20:04:31, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(3298:5790) 11/05/23 20:04:31, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(3298:5790) 11/05/23 20:04:31, ACTION,               mpdwsvc.exe, Callback type 16 not used
(3298:5790) 11/05/23 20:04:31, ACTION,               mpdwsvc.exe, Callback type 17 not used
(3298:5790) 11/05/23 20:04:31, ACTION,               mpdwsvc.exe, Callback type 11 not used
(3298:5790) 11/05/23 20:04:31, ACTION,               mpdwsvc.exe, Callback type 15 not used
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Callback type 7 not used
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.00000001D772DFC4.GMT-2023-11-05-15-00-00.dmp
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Creating WER report...
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Created the report.
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(3298:5790) 11/05/23 20:04:32, ACTION,               mpdwsvc.exe, Submitting WER report...
(3298:5790) 11/05/23 20:04:44, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 8552
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 8552
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(139C:6184) 11/05/23 20:04:58, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(139C:6184) 11/05/23 20:04:58, ERROR ,               mpdwsvc.exe, String at 000002998316BCA0 was not NULL terminated
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 00000001D772DFC4 already exists.
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Creating WER report...
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Created the report.
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(139C:6184) 11/05/23 20:04:58, ACTION,               mpdwsvc.exe, Submitting WER report...
(139C:6184) 11/05/23 20:05:10, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 8552
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 8552
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(5134:2A34) 11/05/23 20:05:25, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 00000001D772DFC4 already exists.
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Creating WER report...
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Created the report.
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(5134:2A34) 11/05/23 20:05:25, ACTION,               mpdwsvc.exe, Submitting WER report...
(5134:2A34) 11/05/23 20:05:28, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 23812
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF6B743B360
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 23812
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF6B743B360
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(4D84:12A0) 11/06/23 20:02:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(4D84:12A0) 11/06/23 20:02:37, ERROR ,               mpdwsvc.exe, String at 0000018182E7EEE0 was not NULL terminated
(4D84:12A0) 11/06/23 20:02:37, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(4D84:12A0) 11/06/23 20:02:37, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(4D84:12A0) 11/06/23 20:02:37, ACTION,               mpdwsvc.exe, Callback type 16 not used
(4D84:12A0) 11/06/23 20:02:37, ACTION,               mpdwsvc.exe, Callback type 17 not used
(4D84:12A0) 11/06/23 20:02:37, ACTION,               mpdwsvc.exe, Callback type 11 not used
(4D84:12A0) 11/06/23 20:02:37, ACTION,               mpdwsvc.exe, Callback type 15 not used
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Callback type 7 not used
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.000000016237D8C4.GMT-2023-11-06-15-00-00.dmp
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Creating WER report...
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Created the report.
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(4D84:12A0) 11/06/23 20:02:39, ACTION,               mpdwsvc.exe, Submitting WER report...
(4D84:12A0) 11/06/23 20:02:51, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 23812
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF6B743B360
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 23812
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF6B743B360
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(154C:908) 11/06/23 20:03:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(154C:908) 11/06/23 20:03:06, ERROR ,               mpdwsvc.exe, String at 0000018182E7EEE0 was not NULL terminated
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000016237D8C4 already exists.
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Creating WER report...
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Created the report.
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(154C:908) 11/06/23 20:03:06, ACTION,               mpdwsvc.exe, Submitting WER report...
(154C:908) 11/06/23 20:03:18, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 23812
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF6B743B360
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 23812
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF6B743B360
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(4E34:2C8C) 11/06/23 20:03:33, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(4E34:2C8C) 11/06/23 20:03:33, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000016237D8C4 already exists.
(4E34:2C8C) 11/06/23 20:03:33, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(4E34:2C8C) 11/06/23 20:03:33, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(4E34:2C8C) 11/06/23 20:03:33, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(4E34:2C8C) 11/06/23 20:03:33, ACTION,               mpdwsvc.exe, Creating WER report...
(4E34:2C8C) 11/06/23 20:03:33, ACTION,               mpdwsvc.exe, Created the report.
